caption,emotion,confidence
"Zabaleta Henderson was there, and Firmino too and then away by Toure",excitement,0.0992
"Deciding that the more subtle measures haven't made the breakthrough, it's time to go a bit more direct.",realization,0.2109
Rodriguez in trouble the way he stopped him.,confusion,0.1047
"Kevin De Bruyne is ready to come on to make his Champions League debut for Manchester City. He came off the bench at Selhurst Park at the weekend and he's going to be coming on the next time the ball goes out of play. In the meantime, City have got some defending to do, Chiellini to Pogba now, Patrice Evra.",excitement,0.1232
It's going to be Fernando. Serious for the limping sterling. Schneiderlin,nervousness,0.0922
"Again, the front four just stay of the pitch, not helping out the midfield in the back 4.",disappointment,0.1189
"It was cut out by Clichy, but Juve have taken control of this. Especially since the goal.",realization,0.1012
He's now moved ahead of Ibrahimovic in the scoring charts. Still shy of the current leader That's about.,desire,0.0809
"Liverpool feel they have put behind some very difficult away games already this season. Winning at Arsenal and at Chelsea, drawing at Spurs. Some tough fixtures out of the way. Liverpool maximise the extra",approval,0.1159
Long ball by Sergio Rico. Flicked on by Bacca but he'd come from an offside position.,excitement,0.101
Matuidi is down again with a couple of blows in the space of a couple of minutes. Being wildly old maestro.,disappointment,0.1211
"It's Rooney time. You think it would Rashford after getting cramp on the far side. Wayne Rooney look to go on the right hand side, he did that against Manchester City in the second half.",nervousness,0.1204
Free header Maccarone. It's 1:1. Where was the defence for Milan? Empoli.,curiosity,0.1305
"Two in the Europa League, two in the Premier League on his debut against Arsenal and now here. What's a quarter of an hour into his first Derby. And he is the man of the moment again. The boy of the moment, really. And city have been the team.",excitement,0.1384
Manchester United went into after a disappointing draw in terms of the result at home to Stoke but what Jose Mourinho said was their best performance.,disappointment,0.1926
"Here's Leonardo Bonucci, with their defending this time again, Juventus gave the ball away. Aguero, might there be a price to pay for that. They've been a bit sloppy back there, uncharacteristically slow.",excitement,0.0773
Ball played into the six. It's a decent header. The shot comes in from Reyes. It took a deflection. It will be another corner and some of the players there waving their arms at the fans.,excitement,0.1333
Silva then hit it straight at Henderson.,anger,0.1717
You can start ringing the changes. With the old faithful. Pazzini on the bench as well.,caring,0.1096
"Eden Hazard and now Willian and he's just opened up a little bit for Chelsea and it just beat the far post from Willian, but it's the best passage of play we've seen from Antonio Conte's team. Much better by Chelsea",excitement,0.0887
And it's very well finished by Adam Lallana. Very well finished indeed.,approval,0.1331
Dja Djédjé. Dja Djédjé trying to get to the byline forces the cross in. Gignac! Appeals for handball.,excitement,0.1248
"Alberto Moreno's down there as well, straight for action. Firmino one striker for the other",excitement,0.1186
Ronaldo against Rico. Ronaldo into the wall. Sevilla will look to counter.,anger,0.193
"Matip, so poor and just didn't have to do a lot in the end, just chips it over. It's a simple finish. A little bit of a attempted block on the line from Milner.",disappointment,0.1321
Duncan said the decision will have to be made shortly. And I would say. Probably Iborra should be warming up.,excitement,0.0971
"No, almost find it away around Sergio Rico. Little shake of the head there from the Portuguese superstar.",confusion,0.0847
"Do a job for the team and of course, when Daniel Sturridge was fit and he's on the pitch, he will score goals. Klopp has talked about the need for fluidity amongst his forward 3, Cited the example of Cristiano Ronaldo is a player who utilises wide positions, but he's always in the centre when it matters and I think that that's how he sees Sturridge's place in this team. Here's Origi",caring,0.1452
"Last time they went out to Barcelona and knockout phases, they certainly lacked it. A bit further on now this team.",disappointment,0.1584
Here's Origi for Liverpool and Otamendi brings him down unfairly. Martin Atkinson's going to give the free kick and will speak to the Argentine for the challenge too. And that's what I want to see from Origi. I mentioned at the start that it's very easy coming off the bench as a centre forward and making some form of impact. You've got loads of energy. You just run around and it makes it look as if you made an impact. I want to see it from the start from this lap.,desire,0.1968
"He's shooting Daniel Sturridge, but again they switch off. Huge space.",confusion,0.099
"Yeah. In the end, Jesus Navas does very well defensively gets back.",realization,0.0989
Sergio Aguero and Navas. Clyne away.,annoyance,0.0734
Nice flick by Willian and Matic can then send it forward towards Costa and Laurent Koscielny and Mustafi are both revered and the free kick's going to go Arsenal's way for the foul by Costa on Koscielny and you see what Costa thought he wanted it a second earlier from Matic.,admiration,0.1478
"Agonisingly close for Manchester City and now they're in trouble, Otamendi missed out. Dybala can have a run at them. Very good recovering tackle from Demichelis.",disappointment,0.1196
"Getting to that position again, where he's got to get it absolutely right. He did get it absolutely right.",realization,0.1554
"A barrier in front of the back four. Here they are, 21 and 35. Three added minutes. Chelsea chosen to play short. Pick up in the middle.",caring,0.0842
Iniesta. Mascherano.,realization,0.0701
"Victor Moses as well is still a Chelsea player. Lots of loans, including one at Liverpool.",caring,0.0858
"They could easily miss a person out and go left to right far quicker. One touch, two touch.",caring,0.0862
Is Mario Mandzukic going in? He picked up an injury.,curiosity,0.2415
"He and Danny Carvajal the other right back, are jostling for that birthing. Spanish national team at the moment.",excitement,0.1584
"Rakitic to Busquets, now Messi. Here's Neymar.",excitement,0.084
"Magnificent performances in the Champions League since Manchester City have have been in it. I mean notably the one when they went out at Barcelona last year, he seemed to be playing him on his own at one time in that game saved a Messi penalty, didn't he? Yeah, yeah, the year before he ran against Borussia Dortmund at the Etihad. He was wonderful. Yeah, he's been brilliant tonight. Great save from Mandzukic in the first half that was a.",excitement,0.1205
"It looks as if Carlos Baccca was sandbagging a bit there. He looks as if he has slowed down. He was too tired, burst into a Sprint towards the goalkeeper. It hadn't been picked up by Aleix Vidal",confusion,0.1185
To cause the free kick and the yellow card for Reyes,curiosity,0.0682
Piqué. Lucas. Here's Pastore.,approval,0.076
"Miranda, just doing enough as they so often do in these aerial challenges, and he knew what he was doing there, that Defender. Shoving the back to put him off.",excitement,0.1096
He's particularly disappointed having got back in the starting 11 today to last only 25 minutes.,disappointment,0.3429
"Livepool again, very ably picking up the pieces in the midfield, Mane's made another fantastic run through the middle and Vorm came out. What did he get? The ball And not the man.",curiosity,0.1207
He's got past two blue shirts there Bonaventura. Ménez up ahead of him. They've won free kick in. Good position because it's. Great distance away from their own goal. And it's also. Opportunity just to eat up a few seconds. Too much on the ball.,excitement,0.0961
"And Origi! Well, that could be a really big moment in the game. It was a great chance to wrap it up for Liverpool. Courtois kept it out. It stays at 2-1. Hands on his head.",excitement,0.151
Clyne. Southampton Clyne and Oxlade-Chamberlain coming at it hammer and tongs.,excitement,0.2303
Magical moment for the goal to be scored.,excitement,0.3204
It looks like confident that they stay. They're all of them looking for the ball. All of them got picture in their mind before the ball comes. They they've got options. Here are the twocentre backs.,optimism,0.1098
Going into the shape and not really trying to get out towards Liverpool,realization,0.0984
"Get off there by Lichtsteiner towards Morata, dealt with by Mangala.",annoyance,0.0964
Ibrahimovic make space for the shot. He did.,realization,0.1003
"Really been able to grab hold of the fixture, but you would expect that.",confusion,0.1457
Adam Lallana to take it. Casillas .,approval,0.0846
On what was not as slick a pitch as this one will be.,curiosity,0.1135
He's well entitled to swing his boot at that. Lovely pass by Isco. Another chance goes begging. But the volume is being turned up now. Tiago. Griezmann. Jesús Gámez. Koke. Now Griezmann.,excitement,0.122
Amusing quote from a Joaquin who will face a Sevilla of course with Fiorentina former.,amusement,0.4822
"Sevilla have conceded a few through set pieces in recent weeks, one against.",disappointment,0.0899
City fans to give but Caballero the sort of welcome that he deserves. for his Wembley heroics. Took all nine. Domestic. Cup Competitions.,gratitude,0.105
"Just hoping the tempo Real Madrid at times it's fairly laboured at times, but suddenly when they put two or three quick passes together as good movement off the ball, the chances start to flow.",optimism,0.1925
It's like. Manchester City looking to take the next step.,realization,0.127
"He's been yelled up, Anthony Taylor. To get the card out.",anger,0.2202
"He's always going to be a problem to him, but I think he's okay the way he's jogging off. When you've got the shirt in central midfield at the moment, you don't want to give it up, do you? With Xhaka and Elneny. Elneny, not even in the squad today. Xhaka among the substitutes. He's actually been warming up just in case. In the meantime, there's this.",annoyance,0.0829
United now want to think where's the counterattack?,curiosity,0.2464
Yellow card for that rather wild miss challenged by Rakitic downfield a moment or two of that.,disappointment,0.1265
Holding. He's made a season really with the Bolton Wanderers Inoccent move for him. Great opportunity so early on. Mignolet had a good starting position there to get off his line.,optimism,0.0973
"Now yellow cards have been shown to both players who have come back from suspension, Sergio Ramos for the penalty only got a yellow and Dani Carvajal",realization,0.0901
So much space to exploit. It was reckless.,disapproval,0.1079
It's getting used to the challenge and the surroundings.,realization,0.122
"Interesting comparison between the goalkeepers, of course. They are numbers one and two for their country, Belgium.",curiosity,0.4624
"Did have work to do, didn't just have to put his body in the way. Had to extend his arms as well.",caring,0.1074
"Neymar, who got the goal after Rabiot had conceded possession. Iniesta.",realization,0.0935
And it's almost a carbon copy said that it's Benzema has got the first goal this time of the way the first half went to Anfield and round Madrid took their time. Liverpool did.,curiosity,0.0862
"Wouldn't happen this season. The question is whether they can repeat that intensity, but straight away by Munich they're off, Schweinsteiger, Muller, Lewandowski pressing on. Rafinha.",curiosity,0.126
"This one's not troubling, Rico and the crowd a little bit subdued. And that third goal from Ronaldo.",relief,0.1337
At the moment they only have one point against their name.,disapproval,0.1641
Silva. Milner to Fernando.,caring,0.08
He wasn't happy. Cavani going off with the 32 minutes left.,disapproval,0.1614
"Simone Verdi with a good first touch of the ball, could come the other way Rui Is in a whole pocket of space there.",curiosity,0.0889
"No protection, couldn't steady himself. With his hands out and a hit to the face plumbing, he can't do anything about it.",disappointment,0.1229
Clichy towards Iheanacho. Flanagan in there quickly.,excitement,0.1145
"Now he stopped, and then he I think he. There's a lot of pretend going on.",confusion,0.1718
Really trouble our black from that distance. Scored over 50 goals. For Real Madrid. Gabi. Griezmann.,disappointment,0.0952
Be a bit brighter there. Delle Alli. Team's in a good position.,optimism,0.207
"It's only a three quarter kick because he knows that he can't punch it right forward because it's a mismatch between Aguero and the three big centre half for you Juventus, so he's just chipping it into a Yaya Toure.",confusion,0.0885
[commentor] Lovren. [inaudible] versatile performer. Firmino. is out on the left hand side Origi's on.,admiration,0.0834
Not sure a global event these days. Lingard,confusion,0.3259
Just grab off the arm from Bacca on on Pepe. That means that the arms on his shoulder and his face.,nervousness,0.0745
"Chiellini again now jumping up. Wilfried Bony , who's not enjoying that battle against the Italian international tonight. Here is Cuadrada.",excitement,0.1621
He sort of threw himself to the ground. This bits a little bit clumsy there.,embarrassment,0.1255
"Maxwell's cross, the header from Mendy. And now Ibrahimovic. Can't get past Fanni",excitement,0.0903
Here's a Lovren for Liverpool who's back after a hamstring injury that he picked up at Stoke City in early February.,caring,0.0754
Manchester city having to dig it really deep here.,curiosity,0.0992
Demichelis being put out of his misery. Very much. A Pellegrini player.,sadness,0.1407
Busquets. Messi.,confusion,0.1753
And officials have to rule about the army used for elevation news for anything else. Actually stay here. The shoulder. Ronaldo. Yeah. He just does a little half turn to lean into games there.,caring,0.0769
"Get the ball in blue shirts, flooding into the box good defending. See Kieran Gibbs there, Glenn. He runs back, runs back. He's always ahead of Azpilicueta, and that was indicative of the second goal when Hazard didn't do his job. Hazard's always thinking a like a forward player. Kieran Gibbs, thinking like a defensive minded and getting into the area to clear his lines. Right. The question is, would Iwobi have been there? Probably not. That's why Arsene Wenger's put him on. As a defensive minded player he's seen Chelsea going to two wing backs and he's thinking right.",curiosity,0.1665
"When you looked at the starting lineups, you would have worried possibly about that.",nervousness,0.3164
"This is the high line with the four you can do it with more comfort, Guardiola.",caring,0.1078
"Goalkeeper less gifted, Neuer made light of that. Now he's going to do a bit of scampering here. He's leaving it to Benatia.",disappointment,0.1238
The hamstring is such a delicate injury that you're not able to to continue because the tear you're only gonna make it worse.,sadness,0.1181
"to Populate that situation. [commentor] Drawing Elneny, and Coquelin out. That's what it will do.",caring,0.1277
Juggling the ball on his head and then letting fly with his left foot.,excitement,0.2245
Bony was tackled by Flanagan.,anger,0.0649
"So many passes, the deflection is perfect.",realization,0.1369
"If Barcelona had switched it then Suarez had drifted away from Benatia, there was no cover, a little bit back to where the game started. Not sure what Boateng was doing, not covering around Benatia off the ball.",confusion,0.2756
"Mascherano, shaking his hand, but there's no doubt about it. There's the contacts for a free kick.",excitement,0.0955
"Lead up to that Messi dribble just looked like they were slowing the game down, starting to run the clock down.",annoyance,0.144
And Alexis Sanchez and Alex Iwobi leaves it and they are queuing up again here and in the end they just get in each other's way. Xhaka was walking onto it and Alexis Sanchez was actually the player who made the block.,confusion,0.164
Now it's Coutinho again. There's suspicion of handball.,curiosity,0.0938
How do you recently got off the mark this season,curiosity,0.2222
"Yeah, the big fixtures, but they're in decent form at the moment and got a lot of their players back fit. Their important players back fit. So you know they're ever going to string a good run together. You'd think it's now.",caring,0.0955
Matuidi. Motto now to.  David Luiz.,pride,0.1181
"Poli says play. The'rye, not too happy.",disappointment,0.1533
It's a wonderful move. Reyes is always the target there.,joy,0.1433
"Here's Milner In towards Henderson.Works its way through, then to Lallana. Milner away from Sterling.",desire,0.0605
"Milner rather caught in two minds. Ibrahimovic is offside. I suppose but he went too early, Ibrahimovic. It was there for him. He just holds his run.",confusion,0.1957
Fellaini didn't win that against Coutinho. Defied logic. It involves Liverpool picking the second ball. We're going to swing a little bit.,disappointment,0.0826
Cahill Matic.,approval,0.1112
 It's been a fair few months now at the club. It's that time he makes an impact and it's a good start from him.,optimism,0.1332
"De Bruyne making those runs in his channel, but has done well to adapt from being a right sided.",caring,0.0865
"Nicely crafted pass infield towards James, Rodriguez, but remember Tiago, many of you from his time at Chelsea the 1st. Time around for Jose Mourinho.",caring,0.0963
"Of course there's no John Terry back there. He's missed the last three matches and the one thing he is, Glenn, is a calming voice and an organiser.",relief,0.1443
Cavani. Matuidi swings it in beyond the reach of. Lavezzi. Put back in there Cabaye. Piqué meets it.,excitement,0.092
Pique. Looks like a surprising amount of space.,surprise,0.4463
Matuidi. Ibrahimovic. Ball from Morel,excitement,0.072
" What a touch with Neymar. It just sucks Zabaleta towards him, thought he was tight enough but he wasn't little touch inside. He's already in the box. Great little ball to Messi. Neymar again running three and the flag is up against Luis Suarez. Martin Demichelis hasn't played for. 2 1/2 weeks.",caring,0.0618
Iwobi challenged by David Luiz.,curiosity,0.0906
That's all. Team captain this evening passes on to the club captain. 17 minutes. Introduction of the legend.,caring,0.1152
All the fans continuing to. Cheer Marseille on.,excitement,0.1439
"So nice in their own patch at the moment, Caballero just finds it where can grab it.",caring,0.1075
Liverpool have room for improvement and plenty of ability with which to improve.,realization,0.1483
"Here's Wijnaldum . Now, Milner.",curiosity,0.0737
Now Michy Batshuayi Not a good pass from the young Belgian signed from Standard Liege last year.,disappointment,0.2052
In their post on 3 occasions in the first half.,caring,0.0878
Which is the City just looking for a foothold in this game?,curiosity,0.3206
"Corner to be taken first, Diego Costa heads away. Kante",confusion,0.0968
"Messi, asking for handball, not getting it. And Suarez was in, pulled onto that left side and Thiago wasn't going to get back to him. Here's Thiago. Came through the ranks here.",confusion,0.1919
"Here's Pogba of course, who was a summer target. For Manchester City. Juventus keeping him.",excitement,0.1033
Here's the chance you can't see the move prior to that. Morata flicking the ball over Joe Hart just doesn't get this. Sturaro just a tiny bit late off the post. How agonizing! one way and another that was quite a let off for Manchester City.,disappointment,0.1901
"Were concerned, I think that Cristiano Ronaldo was gonna.",nervousness,0.1838
"Believe it or not, Arsene Wenger, facing Liverpool for the 50th time as manager of Arsenal. Some Premier League managers don't get 50 games total.",desire,0.103
Here's Álvaro Morata. Sturaro out towards Cuadrado. Mandzukic. She's making his way forward. He's coming towards Morata and the flag is up. And the Juventus goal won't count. I don't whether Pogba was offside- Álvaro Morata was. lovely ball in by Cuadrado. Takes his time Machester City keep a high line. You see Pogba at the far post. He's on side Pogba but the Morata's off. Is he interfering with player? I think he made right decision.,confusion,0.1138
He didn't argue with Atkinson. That was potentially a yellow card offence for intentional handball by Luis Suarez.,neutral,0.0779
Can is big and strong mobile in the centre of the Liverpool midfield wins his side a throw in,excitement,0.1243
That he is off injured tonight.,disappointment,0.0963
"They are looking very dangerous indeed, PSG.",realization,0.1525
"Eventually, the officials did get that right, goal. Was originally awarded. Here's Thiago.",realization,0.1181
"And of course, they won four nil at Anfield, the biggest Champions League defeat that round Madrid have ever had.",realization,0.0881
"There's another case in point. By his nerve. But he couldn't keep possession, ultimately.",realization,0.0974
"Put in by Maxwell clearance by ter Stegen, who is the preferred choice in the Champions League. For Barcelona.",caring,0.0909
The problem Chelsea have got at the moment they're dropping in like we've said. They're making a five across that midfield almost on the toes of their back four. It's alright getting blue shirts back on bodies back but they're not really pressing the ball. Cazorla and Koscielny and the centre halves have got far too much time. There's got to be a period where Chelsea got to come out and press the ball. As they are 2-0 down as well.,disappointment,0.1723
Just to see if they can get a little bit more. going behind the goal there,curiosity,0.2017
"And England know all about what he can do from the World Cup, scored. Poor ball from Pogba and very well one-two City might be able to do something here Fernandinho.",caring,0.1021
Take him on from even further away than this and he's asking an awful lot. Far away that was it.,annoyance,0.1321
"But they needed that late run, that beat run as all Barcelona players moved out.",desire,0.1283
Neymar looks like he's caught a knock.,confusion,0.1023
"Isco twists, turns, plays the ball in, and the header was on, but James unable to get his head quite around it. It will be Sevilla, to bring the ball away.",excitement,0.1338
Athletico will not leave here without a fight. I can tell you that. Quite literally.,realization,0.1158
"He is absolutely everywhere Matuidi. Verratti now, with a good tackle. Pastore. Verratti.",excitement,0.124
So bright start by Sevilla Real Madrid though.,optimism,0.235
Especially with a man available in the middle as well.,realization,0.1164
That's right. And the goal from Luis Suarez is for the Liverpool days.,realization,0.1131
Almost got Sturridge in. He's on the last line. He pulled off the back. Valencia not quite getting round enough and he's just getting a little bit lost.,confusion,0.1287
I said the positive there wasn't the only one thought to take on his man to try and get to the byline.,realization,0.0878
In the view of the fact that he hadn't started for city. He's got a big 30 minutes.,realization,0.0814
"Carzola, slick passing again through midfield from Arsenal and it works the space here for Kieran Gibbs and the red and white shirts are flowing forward again. Gary Cahill back there for Chelsea. Here's Xhaka.",excitement,0.1041
"Careful, PSG, for it to become stretched the game to recover quickly when the new counter attack.",nervousness,0.1347
"Party time every week here at the moment, Lahm.",excitement,0.1107
"Didn't track him, found himself in space, but his shot away.",surprise,0.1328
"As soon as the Pastore touched let him down, it felt like the attack had gone.",nervousness,0.0981
And they've gone back to the traditional back four now Bayern Munich.,realization,0.0968
Most of the 1st 3/4 of the match. Some extent that still has to apply. With Bale on now.,caring,0.065
"Sure, his moods changed quite significantly, Steve, following the the own goal from Chiellini.",realization,0.1146
"The tallest dizzy Nicholas Otamendi, but had a very good season in Spain last season which persuaded Manchester City to spend the money on him. And it looks though Juventus are going to have to make a change here Steve as well. Mario Mandzukic looks like he's done and Paulo Dibala, who is a pretty good replacement to bring off the bench. He's coming up. He's a great replacement to bring off the bench. There's a lot of booze around the ground because Mandžukić just fell down in the middle of the field, caused a lot of problems with Dybala as an average equity.",excitement,0.1154
Janssen. He hasn't had too many opportunities to shine since coming on and. Can't get the better of Matip this time.,disappointment,0.1362
"They are grabbing at him. Chris Smalling, he's got a hold of his shirt for a long, long time. Brilliant save.",excitement,0.1505
"Bacca to his right, Reyes is waiting in the middle. Well.",curiosity,0.0796
Steve Raheem Sterling [inaudible] isolate him in a one on one. Position. Uses speed to get past him.,annoyance,0.0788
"Talk about the managers but sometimes we feel We have read that particular pudding, but the truth of the matter is it's been about the managers, particularly the away manager, to this point. He's come here so often in the park. Jose Mourinho. Unable to put a grip on Liverpool. Great.",caring,0.0835
" Of course he scored in the 2013 final, didn't he? At Wembley for Bayern Munich.",excitement,0.1225
"Liverpool get Nathaniel Clyne in the right place, and Manchester City. Getting the corner.",realization,0.1378
"Left back too doesn't look comfortable left, left sided centre, half, come left back.",disappointment,0.177
Certainly didn't look like he was about to be anxious and get involved in the Champions League semifinal. Looked completely relaxed.,nervousness,0.1657
Luiz himself is forward for the corner. What a strike from Cavani. It's a terrific start.,excitement,0.1556
Goal Kick. Carrick was pointing for it in the moment the incident happened. He's been so important about some midfield there.,caring,0.1493
Blind Rooney. 10 minutes left. Rooney again.,confusion,0.1001
In his chair. Having those thoughts as well. He's seen it before.,realization,0.1383
"Markovic's got time and space in possession. You have to drop just a couple of yards to centre half because Ronaldo will make those runs. We saw it in the first leg at Anfield. The first game. Sorry Anfield, he'll score if he gets in positions like that.",remorse,0.1084
"Rafinha really is a right back, so he's a square peg in a square hole now. Iniesta.",realization,0.0824
Rakitic caught by Schweinsteiger. It was a good advantage played by referee Rizzoli. Bernat going on and on.,excitement,0.1395
"5 minutes gone Sevilla, maybe fractionally more comfortable so far in the Sánchez-Pizjuán.",relief,0.1454
"Thiago wonderful atmosphere in this stadium where they are used to seeing the home team not just win, but usually demolish the opposition 5 one wins against the teams lying just behind them at the top of the Bundesliga at a respectful distance. I should add Wolfsburg and Brucia Dortmund both beaten 51 here and not only beaten. They were actually battered quite convincingly. I mean Bayern Munich for me right now.",caring,0.0908
"Vorm's handling good enough. Had he spilt it there, he would have been in trouble.",caring,0.1117
We're still playing injury time at Upton Park in the Emirates.,curiosity,0.072
Boateng picks Alaba out again.,surprise,0.0711
"If they're going to close down, they have to go. They're just letting Pogba the turn on the ball, letting him dictate play. If you're gonna close down, go.",excitement,0.0742
"He was just looking to players in behind Kompany towards Origi and the Belgium was able to reach it for City and Lalana with the challenge on Zabaleta and that's going to be a free kick. He's been keen to make tackles so far though hasn't he? Adam Lallana. He certainly has all his teammates as well. That's the point. Liverpool pressing the ball really well, they've won enough possession, back off city. It's been disappointing. Their creation and their last pass. Nothing's happening for them at the moment.",disappointment,0.1717
And he's now scored five goals in eight appearances.,realization,0.2236
"He's been good to say the least., Ashley Young. He's not put a foot wrong yet. Defensively. He's lock down that side with Daley Blind.",caring,0.0896
Marseille getting in a bit of a muddle at the back. Fanni now.,annoyance,0.0935
"Marcello. Sergio Ramos. Luca Modrich, of course.",approval,0.0934
I'm not sure about the throw. Butt he's got away with it. Here's Messi. As if you didn't know.,confusion,0.257
The home crowd now starting to gasp at Barcelona's skill.,surprise,0.1689
Neymar holding off Rafinha. He;s turn himself into the ground in the end and the.,anger,0.0889
"Yeah, the shirt being pulled by Miranda. But I think there was anything too much more than that. But again, it's something the referee could have dealt with, but he's probably calling it even.",confusion,0.0913
Spurs to Liverpool as a coach and when Stewart was released at White Hart Lane. Made sure Liverpool picked him up and he's going,excitement,0.0975
It's Liverpool's and Chelsea caught flat footed again. Step overs from Sturridge. Could have gone in off anyone.,excitement,0.1261
"Kolo Toure shuffles across. John Flanagan was there as well. It just needed a slightly better ball in, didn't it? It was so close. Wasn't it? Brilliant play for Manchester City. Real slick, sharp play in the central area. And as you say, inches away from Silva. Just getting his first touch. But look at this for a classy play. Brilliant from Fernandinho. Great vision. Great ball round the corner with the outside of his foot. Just inches away.",caring,0.1017
Deflected into Mané's path.,curiosity,0.0697
"And what he will want, though they happy at half time that he's able to give his team a G up from a position where they're not losing.",desire,0.1883
Trying to raise their voice. It's difficult for Luis Enrique to get himself heard.,confusion,0.1262
Get's down so quickly. That's brilliant from De Gea.David De Gea has been the Manchester United player of the last three seasons. Daniel Sturridge goes off.,caring,0.0939
"Just carry out. Can't get anything going. Any passions, any possession.",confusion,0.151
The dominant side and you have to say first 15-16 minutes. It's been all city.,realization,0.0984
"Good French young for football. Paul Pogba, but.",confusion,0.1142
"Griezmann during his defensive job, but nowhere to plant the header except into the terrain of Pepe. Ronaldo. Blocked off free kick.",disappointment,0.1166
Seems sometimes this Ronaldo looks more and more for girls. He acts more as a traditional centre forward who we've seen him a couple of times get into the six yard box for for a ball to be pumped in there. Marcelo.,desire,0.0773
" There is greater intensity, greater intent about Manchester City since the break. You can hear that in the crowd as well.",excitement,0.1697
"PSG up against it, so once again at the Stade Velodrome.",disapproval,0.1786
"When they are defending, when Arsenal are breaking forward, nobody's picking anybody up. Here's Willian tries to get a more central position this time and Fabregas and Costa had made the run. Hector Bellerin had moved in from the right back position to make the tackle.",confusion,0.1212
He's always answered the call as a responsible player Coutinho Can,caring,0.1509
Ready to turn up the heat a bit. Just Fernando trying to do just that. Mata. Lingard. Giving it to as well who is going to get there first. It goes again.,excitement,0.1009
This month from Rome. Churchill arrived and he would have thought.,surprise,0.1243
"A few players are going to end this game battered, bloodied and bruised, but it's certainly been an entertaining encounter.",excitement,0.2477
"Best bit quality in the final third of the match and Valencia initially just outside of Firmino, gets back in. Gets all",caring,0.0936
"Messi, Suarez takes players out of the way. Suarez picks up the pieces. Pedro. Batra",confusion,0.2064
"In international matches, a long, long way away from France, but he did well Pastoret scored his first goal with Argentina and he's enjoying quite a renaissance at the moment. Dimitri Payet. Djedje",excitement,0.1436
How does the score line reflect what we've seen so far? Duncan.,curiosity,0.3801
There's the opening goal of the night for Manchester United Memphis against his old club.,excitement,0.1013
"Another example of their threat on the frontfoot, but the moment United.",realization,0.1436
 Away goal in Porto buying a back in this one. Thanks to Thiago Alcantara. 2:1 Porto.,approval,0.0932
Oscar. Willian Diego Costa,approval,0.1277
" Busquets and get Rakitic on. The only time Barcelona have been in Paris Saint Germain was in the Cup Winners Cup final back in '97, defeated in the French capital earlier this season. The last time these two clubs met was in 2013. Two draws Barcelona going through on the away goals rule and what they want to do tonight.",desire,0.1434
"You have to find a way to get the ball up as you will get support. Özil, Sanchez, Campbell's gonna be so important that they.",caring,0.1497
"Talk about top four finishes, but a lot of talk coming from a lot of clubs.",curiosity,0.1047
Just a slight collision. Stray boot I think to Yaya Toure,curiosity,0.0865
"Distances are measured these days, aren't they and Liverpool",curiosity,0.1472
Good recovery there from Trémoulinas the ball in just over Bacca. Shot from Reyes,relief,0.0979
Banega scored against Barcelona from this kind of distance earlier on this season.,realization,0.0981
"The goal has definitely liven in this game, but.",desire,0.1218
Here's Origi for Liverpool and Otamendi brings him down unfairly. Martin Atkinson's going to give the free kick and will speak to the Argentine for the challenge too. And that's what I want to see from Origi. I mentioned at the start that it's very easy coming off the bench as a centre forward and making some form of impact. You've got loads of energy. You just run around and it makes it look as if you made an impact. I want to see it from the start from this lap.,desire,0.1968
"And again, you fail if Atletico are going to get the goal. Of course, an away goal and a one one draw would take them through.",disappointment,0.301
Won back by Rakitic from Pastore.,approval,0.1096
Now Joel Campbell Costa Rican international. Decent ball Özil.,caring,0.0871
This line up from Brendan Rodgers tonight.,excitement,0.0898
"Had to be patient for opportunities in the Premier League. Kieran Gibbs, he's lost his left back position to Montreal, his patchway dispossessing Alexis Sanchez. Now Diego Costa.",nervousness,0.081
That's a good ball from Reyes. Was there a little nudge there?,curiosity,0.136
It was one of six Tottenham targets inside this penalty area. He's the man that Eriksen aims for. Out by Wijnaldum Wanyama reading the banks ahead of play. But it will be a Liverpool throw.,excitement,0.1044
"Well, in previous years it's acted almost as a consolation prize when Barcelona have won the league and Real Madrid have had Cristiano Ronaldo's top scorer. Likewise with Messi, vice versa.",relief,0.198
"Here's Mandžukić but Kompany came quickly on him. His Bacary Sagna, Nasri.",excitement,0.1273
"It was dealt with a lot of swerving, dipping shots from distance from free kicks in particular. He's had a good night. His.",excitement,0.1123
Busquets took the ball from him and then lost it straight away.,disappointment,0.1347
"Draws 1-1s. They'd be disappointed with 1-1 here, but could be happening.",disappointment,0.2597
"You know what happened? Been experimenting with three at the back in recent games. They've lost their last two matches Bayern, which is most unusual for them. One on penalties. The German Cup semifinal, which was a big blow to their biggest rivals in Germany, Dortmund. And then they lost.",curiosity,0.1475
Intercepted by Kompany. Pogba again.,excitement,0.069
"Having to just have a little look, it was a stray hand really. Fouled Dybala by the look of it.",disappointment,0.1187
"How the linesman hasn't seen it, I do not know. Danny Rose is. Cureently needs some treatment. They've already lost one of their.",confusion,0.1933
Blind Held up well by Rashford.,surprise,0.066
Made his Liverpool debut against Manchester City five years ago when Kenny Dalglish was the manager.,realization,0.0921
"Yeah, this is a Dele Alli chance. Matip getting caught on his back foot, a bit adventurous from Dele Alli there.",excitement,0.202
"Well, you would expect he is going to at some point bring Gareth Bale on in preparation if nothing else for the Champions League will probably be playing a 442 now. It might mean 433 back to Gareth Bale on the right hand side, James Rodriguez might have to make way. He might try and switch things up a bit at defense. He's got Ramos on the pitch maybe.",desire,0.0882
